/id,/label,/createdAt,/tags/id,/tags/captureSpeed,tags/gravityFilter,tags/averageFilter,/device/id,/device/androidId,/device/name,/device/manufacturer,/device/brand,/device/model,/device/accelerometerMaxRange,/device/accelerometerName,/device/accelerometerMinDelay,/device/gyroscopeMaxRange,/device/gyroscopeName,/device/gyroscopeMinDelay,/capturedData/id,/capturedData/accelerometerXAxis,/capturedData/accelerometerYAxis,/capturedData/accelerometerZAxis,/capturedData/minXAccelerometer,/capturedData/minYAccelerometer,/capturedData/minZAccelerometer,/capturedData/maxXAccelerometer,/capturedData/maxYAccelerometer,/capturedData/maxZAccelerometer,/capturedData/gyroscopeXAxis,/capturedData/gyroscopeYAxis,/capturedData/gyroscopeZAxis,/capturedData/minXGyroscope,/capturedData/minYGyroscope,/capturedData/minZGyroscope,/capturedData/maxXGyroscope,/capturedData/maxYGyroscope,/capturedData/maxZGyroscope,/capturedData/locationLatitude,/capturedData/locationLongitude,/capturedData/Speedkmh,/capturedData/avgSpeed,/capturedData/maxSpeed,/capturedData/createdAt
2,20kmh hard brake stop,2023-04-16T21:27:55.504+01:00,2,105.0,true,Mean Filter,1,2ccc978eef8e0f22,Pieter,samsung,samsung,SM-A515F,78.45320129394531,LSM6DSL Accelerometer,2000,17.45326042175293,LSM6DSL Gyroscope,2000,2595,0.11804068088531494,0.1358652114868164,-0.6400929689407349,-1.5225380659103394,-2.8189430236816406,-4.974733352661133,1.3113024234771729,3.9068851470947266,3.375716209411621,-0.036041051149368286,0.2028072625398636,-0.02626720629632473,-0.4453207552433014,-0.17898350954055786,-0.056810468435287476,0.28649580478668213,0.21013765037059784,0.06841690838336945,39.47403335571289,-8.217556953430176,21.200000762939453,4.590000152587891,21.200000762939453,2023-04-16T21:27:55.535+01:00
2,20kmh hard brake stop,2023-04-16T21:27:55.504+01:00,2,105.0,true,Mean Filter,1,2ccc978eef8e0f22,Pieter,samsung,samsung,SM-A515F,78.45320129394531,LSM6DSL Accelerometer,2000,17.45326042175293,LSM6DSL Gyroscope,2000,2596,0.8307532072067261,0.08267593383789062,-0.619793713092804,0.8307532072067261,0.08267593383789062,-0.619793713092804,1.3113024234771729,3.9068851470947266,3.375716209411621,-0.042760565876960754,0.03726277872920036,0.0036651920527219772,-0.042760565876960754,0.03726277872920036,0.0036651920527219772,0.28649580478668213,0.21013765037059784,0.06841690838336945,39.47403335571289,-8.217556953430176,21.200000762939453,4.590000152587891,21.200000762939453,2023-04-16T21:27:55.652+01:00
2,20kmh hard brake stop,2023-04-16T21:27:55.504+01:00,2,105.0,true,Mean Filter,1,2ccc978eef8e0f22,Pieter,samsung,samsung,SM-A515F,78.45320129394531,LSM6DSL Accelerometer,2000,17.45326042175293,LSM6DSL Gyroscope,2000,2597,0.14554446935653687,0.18741130828857422,-0.23448854684829712,0.14554446935653687,0.08267593383789062,-0.619793713092804,1.3113024234771729,0.18741130828857422,3.375716209411621,0.009773843921720982,-0.13927727937698364,0.0,-0.042760565876960754,-0.13927727937698364,0.0,0.009773843921720982,0.21013765037059784,0.06841690838336945,39.47403335571289,-8.217556953430176,21.200000762939453,4.590000152587891,21.200000762939453,2023-04-16T21:27:55.757+01:00
2,20kmh hard brake stop,2023-04-16T21:27:55.504+01:00,2,105.0,true,Mean Filter,1,2ccc978eef8e0f22,Pieter,samsung,samsung,SM-A515F,78.45320129394531,LSM6DSL Accelerometer,2000,17.45326042175293,LSM6DSL Gyroscope,2000,2598,-0.6040195226669312,-0.21279048919677734,0.5869143009185791,-0.6040195226669312,-0.21279048919677734,-0.619793713092804,1.3113024234771729,0.18741130828857422,0.5869143009185791,0.033597588539123535,0.009162978269159794,-0.025656340643763542,-0.042760565876960754,-0.13927727937698364,-0.025656340643763542,0.033597588539123535,0.009162978269159794,0.06841690838336945,39.47403335571289,-8.217556953430176,21.200000762939453,4.590000152587891,21.200000762939453,2023-04-16T21:27:55.866+01:00
2,20kmh hard brake stop,2023-04-16T21:27:55.504+01:00,2,105.0,true,Mean Filter,1,2ccc978eef8e0f22,Pieter,samsung,samsung,SM-A515F,78.45320129394531,LSM6DSL Accelerometer,2000,17.45326042175293,LSM6DSL Gyroscope,2000,2599,0.17268091440200806,0.036362648010253906,-0.18285596370697021,-0.6040195226669312,-0.21279048919677734,-0.619793713092804,0.17268091440200806,0.18741130828857422,0.5869143009185791,-0.00427605677396059,0.08429940044879913,-0.02687807008624077,-0.042760565876960754,-0.13927727937698364,-0.02687807008624077,0.033597588539123535,0.08429940044879913,0.06841690838336945,39.47403335571289,-8.217556953430176,21.200000762939453,4.590000152587891,21.200000762939453,2023-04-16T21:27:55.974+01:00
2,20kmh hard brake stop,2023-04-16T21:27:55.504+01:00,2,105.0,true,Mean Filter,1,2ccc978eef8e0f22,Pieter,samsung,samsung,SM-A515F,78.45320129394531,LSM6DSL Accelerometer,2000,17.45326042175293,LSM6DSL Gyroscope,2000,2600,0.38657328486442566,-0.11167144775390625,0.7320200800895691,-0.6040195226669312,-0.21279048919677734,-0.619793713092804,0.38657328486442566,0.18741130828857422,0.7320200800895691,-0.02626720629632473,-0.02932153269648552,-0.02626720629632473,-0.042760565876960754,-0.13927727937698364,-0.02687807008624077,0.033597588539123535,0.08429940044879913,0.06841690838336945,39.47403335571289,-8.217556953430176,21.200000762939453,4.590000152587891,21.200000762939453,2023-04-16T21:27:56.083+01:00
2,20kmh hard brake stop,2023-04-16T21:27:55.504+01:00,2,105.0,true,Mean Filter,1,2ccc978eef8e0f22,Pieter,samsung,samsung,SM-A515F,78.45320129394531,LSM6DSL Accelerometer,2000,17.45326042175293,LSM6DSL Gyroscope,2000,2601,-0.3531295359134674,0.2891407012939453,-0.5565414428710938,-0.6040195226669312,-0.21279048919677734,-0.619793713092804,0.38657328486442566,0.2891407012939453,0.7320200800895691,-0.018325956538319588,-0.10445795953273773,-0.00855211354792118,-0.042760565876960754,-0.13927727937698364,-0.02687807008624077,0.033597588539123535,0.08429940044879913,0.06841690838336945,39.47403335571289,-8.217556953430176,21.200000762939453,4.590000152587891,21.200000762939453,2023-04-16T21:27:56.195+01:00
2,20kmh hard brake stop,2023-04-16T21:27:55.504+01:00,2,105.0,true,Mean Filter,1,2ccc978eef8e0f22,Pieter,samsung,samsung,SM-A515F,78.45320129394531,LSM6DSL Accelerometer,2000,17.45326042175293,LSM6DSL Gyroscope,2000,2602,-0.7920783758163452,0.1883869171142578,-0.5511130094528198,-0.7920783758163452,-0.21279048919677734,-0.619793713092804,0.38657328486442566,0.2891407012939453,0.7320200800895691,-0.01038470957428217,0.039706241339445114,-0.01710422709584236,-0.042760565876960754,-0.13927727937698364,-0.02687807008624077,0.033597588539123535,0.08429940044879913,0.06841690838336945,39.47403335571289,-8.217556953430176,21.200000762939453,4.590000152587891,21.200000762939453,2023-04-16T21:27:56.311+01:00
2,20kmh hard brake stop,2023-04-16T21:27:55.504+01:00,2,105.0,true,Mean Filter,1,2ccc978eef8e0f22,Pieter,samsung,samsung,SM-A515F,78.45320129394531,LSM6DSL Accelerometer,2000,17.45326042175293,LSM6DSL Gyroscope,2000,2603,0.3534106910228729,0.04752635955810547,0.4070897102355957,-0.7920783758163452,-0.21279048919677734,-0.619793713092804,0.38657328486442566,0.2891407012939453,0.7320200800895691,0.01038470957428217,0.18081611394882202,-0.045204028487205505,-0.042760565876960754,-0.13927727937698364,-0.045204028487205505,0.033597588539123535,0.18081611394882202,0.06841690838336945,39.47398376464844,-8.217584609985352,21.299999237060547,5.059999942779541,21.299999237060547,2023-04-16T21:27:56.418+01:00
2,20kmh hard brake stop,2023-04-16T21:27:55.504+01:00,2,105.0,true,Mean Filter,1,2ccc978eef8e0f22,Pieter,samsung,samsung,SM-A515F,78.45320129394531,LSM6DSL Accelerometer,2000,17.45326042175293,LSM6DSL Gyroscope,2000,2604,0.5446791648864746,-0.1599254608154297,0.7086328268051147,-0.7920783758163452,-0.21279048919677734,-0.619793713092804,0.5446791648864746,0.2891407012939453,0.7320200800895691,0.025045474991202354,-0.025656340643763542,0.0,-0.042760565876960754,-0.13927727937698364,-0.045204028487205505,0.033597588539123535,0.18081611394882202,0.06841690838336945,39.47398376464844,-8.217584609985352,21.299999237060547,5.059999942779541,21.299999237060547,2023-04-16T21:27:56.530+01:00
